CampaignID,CustomerID,Participation,Clicks,Revenue
3,684,1,20,901
2,685,1,14,621
2,686,1,9,484
5,687,0,0,0
2,688,0,0,0
3,689,0,0,0
4,690,1,4,844
1,691,1,12,326
2,692,1,12,365
3,693,1,11,171
3,694,1,18,907
2,695,1,5,905
5,696,0,0,0
2,697,1,13,350
4,698,0,0,0
1,699,0,0,0
3,700,1,19,440
5,701,1,13,898
1,702,1,3,950
2,703,1,17,752
4,704,0,0,0
2,705,0,0,0
5,706,1,15,694
3,707,0,0,0
3,708,0,0,0
1,709,0,0,0
5,710,1,19,270
2,711,0,0,0
4,712,0,0,0
1,713,0,0,0
3,714,1,13,434
3,715,1,6,455
2,716,1,10,814
3,717,0,0,0
2,718,0,0,0
4,719,1,20,882
3,720,0,0,0
2,721,0,0,0
4,722,0,0,0
4,723,0,0,0
5,724,0,0,0
4,725,0,0,0
3,726,0,0,0
3,727,1,18,897
4,728,0,0,0
1,729,0,0,0
1,730,0,0,0
5,731,1,6,700
1,732,1,1,836
2,733,0,0,0
2,734,1,12,990
1,735,1,9,911
2,736,1,19,294
3,737,0,0,0
2,738,0,0,0
1,739,0,0,0
3,740,1,1,581
4,741,0,0,0
4,742,1,10,381
3,743,1,9,421
5,744,1,20,200
1,745,0,0,0
2,746,0,0,0
4,747,0,0,0
2,748,1,19,890
5,749,1,20,411
3,750,0,0,0
4,751,0,0,0
5,752,0,0,0
3,753,1,9,584
1,754,1,15,898
5,755,1,4,166
2,756,0,0,0
2,757,1,5,496
5,758,0,0,0
2,759,1,14,417
4,760,0,0,0
1,761,0,0,0
1,762,0,0,0
4,763,0,0,0
4,764,1,17,467
4,765,1,10,324
4,766,1,5,959
5,767,0,0,0
3,768,1,1,814
4,769,1,2,768
5,770,1,8,963
3,771,1,2,474
5,772,1,5,219
4,773,0,0,0
4,774,0,0,0
2,775,0,0,0
2,776,0,0,0
3,777,1,10,549
5,778,1,3,147
5,779,1,5,328
3,780,1,7,508
1,781,1,18,666
1,782,0,0,0
2,783,1,2,596
1,784,0,0,0
1,785,1,12,490
5,786,0,0,0
5,787,1,2,232
4,788,1,15,405
1,789,0,0,0
5,790,0,0,0
5,791,0,0,0
1,792,1,3,947
5,793,1,6,151
1,794,1,15,353
5,795,1,15,644
1,796,0,0,0
3,797,1,4,818
1,798,1,16,107
4,799,0,0,0
2,800,0,0,0
1,801,1,20,936
3,802,0,0,0
1,803,0,0,0
4,804,0,0,0
5,805,1,19,859
5,806,0,0,0
3,807,0,0,0
1,808,1,2,525
1,809,1,6,248
3,810,1,11,184
4,811,0,0,0
5,812,1,9,930
1,813,0,0,0
1,814,0,0,0
3,815,0,0,0
5,816,1,18,435
4,817,0,0,0
4,818,1,3,273
2,819,0,0,0
4,820,0,0,0
3,821,1,10,999
5,822,0,0,0
2,823,0,0,0
3,824,1,15,906
4,825,1,13,584
4,826,0,0,0
4,827,0,0,0
1,828,0,0,0
5,829,0,0,0
4,830,1,2,934
2,831,1,9,452
4,832,1,3,611
3,833,1,20,990
1,834,1,20,234
5,835,1,12,168
2,836,1,9,739
1,837,0,0,0
4,838,1,20,488
3,839,0,0,0
3,840,0,0,0
2,841,1,20,799
4,842,0,0,0
1,843,1,20,111
3,844,1,1,304
2,845,0,0,0
5,846,0,0,0
4,847,1,11,659
3,848,0,0,0
3,849,0,0,0
1,850,1,5,507
1,851,0,0,0
4,852,1,18,291
1,853,0,0,0
1,854,0,0,0
3,855,0,0,0
4,856,1,9,958
2,857,0,0,0
1,858,0,0,0
5,859,0,0,0
5,860,0,0,0
3,861,1,9,739
5,862,1,17,275
3,863,0,0,0
3,864,1,20,138
3,865,1,6,930
3,866,1,15,625
3,867,0,0,0
4,868,1,4,233
5,869,1,18,922
5,870,0,0,0
5,871,0,0,0
4,872,1,20,309
5,873,1,7,429
4,874,0,0,0
1,875,0,0,0
3,876,0,0,0
2,877,1,16,716
3,878,1,8,483
4,879,0,0,0
3,880,1,1,797
5,881,0,0,0
4,882,0,0,0
1,883,0,0,0
4,884,0,0,0
3,885,0,0,0
2,886,1,19,660
3,887,0,0,0
3,888,1,13,974
1,889,0,0,0
1,890,1,6,261
1,891,0,0,0
5,892,0,0,0
2,893,1,4,563
1,894,0,0,0
2,895,1,14,234
3,896,1,8,197
4,897,0,0,0
2,898,0,0,0
1,899,1,11,477
2,900,0,0,0
4,901,1,10,819
3,902,1,8,266
4,903,1,3,969
5,904,1,7,833
4,905,1,11,567
3,906,1,20,188
5,907,1,4,540
1,908,1,1,485
4,909,0,0,0
2,910,1,13,960
1,911,0,0,0
4,912,0,0,0
4,913,1,3,206
2,914,1,16,668
1,915,0,0,0
3,916,0,0,0
2,917,0,0,0
1,918,0,0,0
1,919,0,0,0
3,920,1,10,215
5,921,1,13,433
2,922,1,16,661
1,923,1,17,516
4,924,0,0,0
5,925,1,3,345
1,926,0,0,0
4,927,1,9,326
5,928,0,0,0
4,929,0,0,0
5,930,0,0,0
3,931,1,18,693
1,932,0,0,0
3,933,1,13,702
3,934,0,0,0
2,935,0,0,0
3,936,0,0,0
4,937,0,0,0
4,938,1,9,960
5,939,1,9,588
4,940,0,0,0
5,941,1,14,235
2,942,1,7,538
4,943,0,0,0
3,944,0,0,0
2,945,0,0,0
2,946,0,0,0
2,947,1,4,192
4,948,1,2,416
4,949,0,0,0
5,950,0,0,0
4,951,1,8,228
5,952,0,0,0
1,953,1,19,281
2,954,0,0,0
5,955,0,0,0
4,956,1,8,890
4,957,0,0,0
2,958,0,0,0
1,959,1,1,607
1,960,0,0,0
2,961,1,5,605
4,962,1,19,163
2,963,1,1,766
2,964,0,0,0
2,965,0,0,0
4,966,0,0,0
4,967,0,0,0
4,968,1,18,463
5,969,1,1,792
5,970,1,2,300
1,971,1,10,918
4,972,0,0,0
5,973,1,8,705
4,974,0,0,0
3,975,0,0,0
3,976,0,0,0
3,977,1,12,388
4,978,0,0,0
5,979,0,0,0
1,980,0,0,0
1,981,0,0,0
4,982,1,4,769
5,983,0,0,0
4,984,1,19,385
2,985,1,13,685
4,986,0,0,0
5,987,1,19,159
1,988,0,0,0
5,989,0,0,0
4,990,1,17,930
3,991,0,0,0
3,992,0,0,0
4,993,1,13,160
3,994,0,0,0
5,995,0,0,0
3,996,0,0,0
4,997,1,12,576
5,998,0,0,0
2,999,0,0,0
2,1000,1,11,555
